World,Level,Meta,Puzzle No.,Puzzle,No. Possible,No. Required,ScrambleYN,Letter,Piece 1,Piece 2,Piece 3,Piece 4,Piece 5,Piece 6,Notes,Solution 1,Solution 2,Solution 3,Solution 4,Solution 5,Solution 6,Solution 7,Solution 8,Solution 9,Solution 10,Solution 11,Solution 12,Solution 13,Solution 14,Solution 15,Solution 16,No. Letters,No. Blanks,No. Repeat Ltr. Cubes,Full-length Freq.,Min. Freq.,Max. Freq.,No. Freq. 1,No. Freq. 2,No. Freq. 3,No. Freq. 4,No. Freq. 5,No. Freq. 6,No. Freq. 7,No. Freq. 8,No. Freq. 9,No. Freq. 10
,,,,RAPPEL,3,,,,RA,PP,EL,,,,,LEAR,RALE,RAPPEL,,,,,,,,,,,,,,6,0,1,6,5,7,0,0,0,0,0,1,1,1,0,0
,,,,INTENSER,4,,,, IN,TEN,SER,,,,,SERIN,ENTERS,INTENSER,TENSER,,,,,,,,,,,,,8,1,0,3,1,7,0,1,0,2,0,0,0,1,0,0
,,,,THORITES,3,,,,THO,RIT,ES ,,,,,THORITES,TRIES,RITES,,,,,,,,,,,,,,8,1,0,7,1,7,0,1,0,1,0,0,0,1,0,0
,,,,MONURONS,3,,,, MO,NUR,ONS,,,,,MONURONS,MOURN,MOONS,,,,,,,,,,,,,,8,1,0,8,2,8,0,0,1,1,0,0,0,0,1,0
,,,,THURL,3,,,, T,HU,RL,,,,,HUT,THURL,HURL,,,,,,,,,,,,,,5,1,0,8,2,8,0,0,1,1,0,0,0,0,1,0
,,,,GOLEMS,4,,,,GO,LE,MS,,,,,GOLEMS,SMOG,ELMS,OGLE,,,,,,,,,,,,,6,0,0,7,3,7,0,0,0,3,0,0,0,1,0,0
,,,,LEDGES,4,,,,LE,DG,ES,,,,,SEEL,LEDGES,LEES,ELSE,,,,,,,,,,,,,6,0,0,3,0,7,1,0,0,1,0,1,0,1,0,0
,,,,GRIGS,3,,,, G,RI,GS,,,,,RIGS,GRIGS,RIG,,,,,,,,,,,,,,5,1,0,8,3,8,0,0,0,2,0,0,0,0,1,0
,,,,FRAILEST,3,,,, FR,AIL,EST,,,,,STELAI,FRAILEST,FRAIL,,,,,,,,,,,,,,8,1,0,3,3,8,0,0,0,2,0,0,0,0,1,0
,,,,JOUSTERS,3,,,, JO,UST,ERS,,,,,TUSSER,JOUST,JOUSTERS,,,,,,,,,,,,,,8,1,0,6,5,8,0,0,0,0,0,1,1,0,1,0
,,,,RUSES,5,,,, R,US,ES,,,,,RES,USES,SER,SUES,RUSES,,,,,,,,,,,,5,1,0,3,1,7,0,1,1,1,0,0,1,1,0,0
,,,,BANTERED,3,,,,BAN,TER,ED ,,,,,BANTER,BANED,BANTERED,,,,,,,,,,,,,,8,1,0,3,3,8,0,0,0,2,0,0,0,0,1,0
,,,,BANTERER,3,,,, BA,NTE,RER,,,,,BANTERER,BARRE,BARER,,,,,,,,,,,,,,8,1,0,8,3,8,0,0,0,1,0,0,1,0,1,0
,,,,GNOSIS,4,,,,GN,OS,IS,,,,,GNOSIS,SING,SIGN,SONG,,,,,,,,,,,,,6,0,0,7,0,7,3,0,0,0,0,0,0,1,0,0
,,,,BELIEVER,3,,,, BE,LIE,VER,,,,,BELIE,LIEVER,BELIEVER,,,,,,,,,,,,,,8,1,0,2,2,8,0,0,1,1,0,0,0,0,1,0
,,,,SORBATES,3,,,,SOR,BAT,ES ,,,,,SORES,BATES,SORBATES,,,,,,,,,,,,,,8,1,0,8,3,8,0,0,0,1,1,0,0,0,1,0
,,,,BOFFOLAS,3,,,, BO,FFO,LAS,,,,,BOFFOLAS,BOFFO,BOLAS,,,,,,,,,,,,,,8,1,0,8,5,8,0,0,0,0,0,1,1,0,1,0
,,,,INMESH,3,,,,IN,ME,SH,,,,,INMESH,MESH,SHIN,,,,,,,,,,,,,,6,0,0,7,0,7,1,0,0,1,0,0,0,1,0,0
,,,,DEICES,5,,,,DE,IC,ES,,,,,ICES,DEICES,SEED,DEES,ICED,,,,,,,,,,,,6,0,0,5,2,8,0,0,1,2,0,1,0,0,1,0
,,,,STAGNATE,4,,,,STA,GNA,TE ,,,,,TASTE,TESTA,STATE,STAGNATE,,,,,,,,,,,,,8,1,0,3,0,7,1,1,0,1,0,0,0,1,0,0
,,,,RELIVING,3,,,, RE,LIV,ING,,,,,LIVING,LIVRE,RELIVING,,,,,,,,,,,,,,8,1,0,3,1,7,0,1,0,1,0,0,0,1,0,0
,,,,TENSE,6,,,, T,EN,SE,,,,,SET,TEN,SENE,TENSE,SEEN,NET,,,,,,,,,,,5,1,0,2,0,7,4,0,1,0,0,0,0,1,0,0
,,,,IDEALIST,3,,,,IDE,ALI,ST ,,,,,IDEALIST,ALIST,DEIST,,,,,,,,,,,,,,8,1,0,3,3,8,0,0,0,1,0,0,1,0,1,0
,,,,LAYETTES,3,,,, LA,YET,TES,,,,,TESLA,STELA,LAYETTES,,,,,,,,,,,,,,8,1,0,5,5,7,0,0,0,0,0,2,0,1,0,0
,,,,COLORANT,3,,,, CO,LOR,ANT,,,,,COLOR,COLORANT,COTAN,,,,,,,,,,,,,,8,1,0,6,0,8,1,0,0,0,0,0,1,0,1,0
,,,,FAVES,3,,,, F,AV,ES,,,,,AVES,FAVES,VASE,,,,,,,,,,,,,,5,1,0,6,3,7,0,0,0,1,0,0,1,1,0,0
,,,,UNVEILED,3,,,,UNV,EIL,ED ,,,,,EDILE,UNVEILED,UNVEIL,,,,,,,,,,,,,,8,1,0,3,3,7,0,0,0,2,0,0,0,1,0,0
,,,,ATWEEN,3,,,,AT,WE,EN,,,,,ATWEEN,NEAT,WEEN,,,,,,,,,,,,,,6,0,0,7,2,7,0,0,1,0,0,0,1,1,0,0
,,,,TASSEL,5,,,,TA,SS,EL,,,,,TALE,TASSEL,TASS,TAEL,LESS,,,,,,,,,,,,6,0,1,3,0,7,1,0,1,1,0,1,0,1,0,0
,,,,SENDAL,6,,,,SE,ND,AL,,,,,LAND,SEAL,SEND,ALES,LASE,SENDAL,,,,,,,,,,,6,0,0,7,0,7,2,0,1,1,0,1,0,1,0,0
,,,,BEVELERS,4,,,, BE,VEL,ERS,,,,,BEVELERS,BEVEL,ELVERS,BEERS,,,,,,,,,,,,,8,1,0,8,2,8,0,0,1,0,1,0,1,0,1,0
,,,,WIELD,6,,,,WI,EL,D ,,,,,LED,WIELD,ELD,DEL,WILED,WILE,,,,,,,,,,,5,1,0,3,0,7,1,0,0,1,1,2,0,1,0,0
,,,,SCATTERS,3,,,, SC,ATT,ERS,,,,,SCATT,SCATTERS,TATERS,,,,,,,,,,,,,,8,1,0,2,2,8,0,0,1,0,0,0,1,0,1,0
,,,,UPSTEP,5,,,,UP,ST,EP,,,,,STEP,UPSTEP,PEST,PETS,PUTS,,,,,,,,,,,,6,0,0,8,0,8,2,2,0,0,0,0,0,0,1,0
,,,,MEANLY,5,,,,ME,AN,LY,,,,,MEANLY,YLEM,NAMELY,NAME,MEAN,,,,,,,,,,,,6,0,0,1,0,7,2,1,0,0,0,1,0,1,0,0
,,,,EVERY,5,,,, E,VE,RY,,,,,VERY,EVERY,VEE,RYE,EVE,,,,,,,,,,,,5,1,0,0,0,8,2,0,0,2,0,0,0,0,1,0
,,,,BILLY,4,,,, B,IL,LY,,,,,BILLY,LILY,LIB,ILLY,,,,,,,,,,,,,5,1,0,5,3,8,0,0,0,1,1,1,0,0,1,0
,,,,BILLS,4,,,,BI,LL,S ,,,,,SIB,BILLS,BILL,BIS,,,,,,,,,,,,,5,1,1,2,0,7,1,0,1,0,0,0,1,1,0,0
,,,,RANSOM,3,,,,RA,NS,OM,,,,,RANSOM,MORA,MONS,,,,,,,,,,,,,,6,0,0,3,3,7,0,0,0,1,1,0,0,1,0,0
,,,,WOLFED,7,,,,WO,LF,ED,,,,,OWED,DELF,FLOW,FLED,WOLF,FLOWED,WOLFED,,,,,,,,,,6,0,0,2,0,8,1,1,2,2,0,0,0,0,1,0
,,,,BELIVE,4,,,,BE,LI,VE,,,,,LIVE,VEIL,EVIL,BELIVE,,,,,,,,,,,,,6,0,0,8,0,8,1,0,1,1,0,0,0,0,1,0
,,,,SEETHING,3,,,, SE,ETH,ING,,,,,THESE,SEETHING,SENGI,,,,,,,,,,,,,,8,1,0,3,0,8,1,0,0,1,0,0,0,0,1,0
,,,,HALERU,3,,,,HA,LE,RU,,,,,HALE,HALERU,RULE,,,,,,,,,,,,,,6,0,0,8,0,8,1,0,0,1,0,0,0,0,1,0
,,,,EXHALENT,3,,,,EXH,ALE,NT ,,,,,EXHALE,EXHALENT,LEANT,,,,,,,,,,,,,,8,1,0,8,2,8,0,0,1,1,0,0,0,0,1,0
,,,,HAJJES,3,,,,HA,JJ,ES,,,,,HAJJES,HAJJ,HAES,,,,,,,,,,,,,,6,0,1,6,6,8,0,0,0,0,0,0,2,0,1,0
,,,,POSHNESS,3,,,, PO,SHN,ESS,,,,,POSES,POSSE,POSHNESS,,,,,,,,,,,,,,8,1,0,7,2,7,0,0,1,0,1,0,0,1,0,0
,,,,FROWSIER,3,,,, FR,OWS,IER,,,,,FROWS,FRIER,FROWSIER,,,,,,,,,,,,,,8,1,0,5,5,8,0,0,0,0,0,2,0,0,1,0
,,,,LOPPY,3,,,, L,OP,PY,,,,,LOP,POL,LOPPY,,,,,,,,,,,,,,5,1,0,7,3,7,0,0,0,1,0,1,0,1,0,0
,,,,VENERIES,3,,,, VE,NER,IES,,,,,NERVE,SIEVE,VENERIES,,,,,,,,,,,,,,8,1,0,8,2,8,0,0,1,1,0,0,0,0,1,0
,,,,FLACKING,3,,,, FL,ACK,ING,,,,,FLACK,FLACKING,FLING,,,,,,,,,,,,,,8,1,0,8,3,8,0,0,0,1,0,1,0,0,1,0
,,,,SPALES,7,,,,SP,AL,ES,,,,,ALPS,LAPS,ALES,LASE,SEAL,LAPSES,SPALES,,,,,,,,,,6,0,0,3,2,8,0,0,1,3,0,2,0,0,1,0
,,,,LIMEYS,3,,,,LI,ME,YS,,,,,SYLI,LIMEYS,LIME,,,,,,,,,,,,,,6,0,0,6,3,8,0,0,0,1,0,0,1,0,1,0
,,,,SLYEST,3,,,,SL,YE,ST,,,,,SLYEST,STYE,STEY,,,,,,,,,,,,,,6,0,0,3,3,8,0,0,0,1,0,1,0,0,1,0
,,,,COITIONS,3,,,,COI,TIO,NS ,,,,,COITIONS,COINS,ICONS,,,,,,,,,,,,,,8,1,0,7,2,7,0,0,2,0,0,0,0,1,0,0
,,,,SIMPER,4,,,,SI,MP,ER,,,,,SIMP,SIMPER,REIS,SIRE,,,,,,,,,,,,,6,0,0,4,3,7,0,0,0,2,1,0,0,1,0,0
,,,,SPOOLING,3,,,, SP,OOL,ING,,,,,SPOOL,SPOOLING,LOOING,,,,,,,,,,,,,,8,1,0,3,2,8,0,0,1,1,0,0,0,0,1,0
,,,,HARDEN,4,,,,HA,RD,EN,,,,,HAEN,HARDEN,HARD,NERD,,,,,,,,,,,,,6,0,0,2,0,8,1,0,1,0,1,0,0,0,1,0
,,,,LUTEA,5,,,,LU,TE,A ,,,,,ATE,TEA,ETA,LUTE,LUTEA,,,,,,,,,,,,5,1,0,8,1,8,0,2,0,1,0,1,0,0,1,0
,,,,PISCO,5,,,, P,IS,CO,,,,,SIP,COP,PIS,PISCO,PSI,,,,,,,,,,,,5,1,0,8,3,8,0,0,0,3,0,0,1,0,1,0
,,,,FLAMER,4,,,,FL,AM,ER,,,,,FLAM,REAM,FLAMER,MARE,,,,,,,,,,,,,6,0,0,5,3,7,0,0,0,2,0,1,0,1,0,0
,,,,ZYDECO,5,,,,ZY,DE,CO,,,,,ZYDECO,DECO,CODE,COZY,COED,,,,,,,,,,,,6,0,0,6,1,7,0,1,1,0,1,0,1,1,0,0
,,,,SITUP,7,,,, S,IT,UP,,,,,ITS,SIT,TIS,SUP,UPS,SITUP,PUS,,,,,,,,,,5,1,0,6,0,8,2,0,1,2,0,0,1,0,1,0
,,,,WIRERS,3,,,,WI,RE,RS,,,,,ERRS,WIRERS,WIRE,,,,,,,,,,,,,,6,0,0,8,0,8,1,0,0,1,0,0,0,0,1,0
,,,,REGRADED,3,,,, RE,GRA,DED,,,,,REGRADED,GRADED,REDED,,,,,,,,,,,,,,8,1,0,6,3,8,0,0,0,1,0,0,1,0,1,0
,,,,BEGETTER,3,,,, BE,GET,TER,,,,,BEGETTER,GETTER,BEGET,,,,,,,,,,,,,,8,1,0,6,5,7,0,0,0,0,0,1,1,1,0,0
,,,,SOLEI,3,,,,SO,LE,I ,,,,,LEI,SOLE,SOLEI,,,,,,,,,,,,,,5,1,0,8,2,8,0,0,1,0,0,1,0,0,1,0
,,,,CLONE,4,,,, C,LO,NE,,,,,ENOL,CLONE,LONE,COL,,,,,,,,,,,,,5,1,0,2,2,7,0,0,1,2,0,0,0,1,0,0
,,,,SOLED,7,,,,SO,LE,D ,,,,,LED,SOD,SOLE,SOLED,ELD,DEL,DOS,,,,,,,,,,5,1,0,3,0,7,1,0,2,2,0,1,0,1,0,0
,,,,SLIGHTED,3,,,,SLI,GHT,ED ,,,,,ISLED,SLIGHTED,SLIGHT,,,,,,,,,,,,,,8,1,0,3,1,8,0,1,0,1,0,0,0,0,1,0
,,,,REBATERS,3,,,,REB,ATE,RS ,,,,,REBATERS,TEARS,REBATE,,,,,,,,,,,,,,8,1,0,8,2,8,0,0,1,1,0,0,0,0,1,0
,,,,PRATE,7,,,,PR,AT,E ,,,,,ATE,PRAT,PRATE,TAE,ETA,TARP,EAT,,,,,,,,,,5,1,0,5,0,8,1,1,0,0,1,2,1,0,1,0
,,,,GESTATED,5,,,, GE,STA,TED,,,,,GESTATED,GETAS,STAGE,TASTED,STATED,,,,,,,,,,,,8,1,0,5,1,8,0,2,1,0,0,1,0,0,1,0
,,,,CHRISMAL,3,,,,CHR,ISM,AL ,,,,,CHRISMAL,SMIRCH,CHRISM,,,,,,,,,,,,,,8,1,0,7,5,7,0,0,0,0,0,1,1,1,0,0
,,,,SHIVAS,4,,,,SH,IV,AS,,,,,VISA,SHIV,SASH,SHIVAS,,,,,,,,,,,,,6,0,0,7,3,7,0,0,0,2,0,0,1,1,0,0
,,,,BEGAT,5,,,, B,EG,AT,,,,,BEGAT,GETA,BAT,BEG,TAB,,,,,,,,,,,,5,1,0,5,0,8,1,0,2,0,0,1,0,0,1,0
,,,,ANTHEMED,3,,,,ANT,HEM,ED ,,,,,ANTHEM,ANTHEMED,ANTED,,,,,,,,,,,,,,8,1,0,8,3,8,0,0,0,1,1,0,0,0,1,0
,,,,MARROWED,4,,,,MAR,ROW,ED ,,,,,MARROW,ARMED,ROWED,MARROWED,,,,,,,,,,,,,8,1,0,8,2,8,0,0,1,2,0,0,0,0,1,0
,,,,LIPPED,4,,,,LI,PP,ED,,,,,DELI,LIPPED,DEIL,LIED,,,,,,,,,,,,,6,0,1,6,1,7,0,1,0,1,0,0,1,1,0,0
,,,,CANTONED,4,,,,CAN,TON,ED ,,,,,TONED,CANED,CANTONED,CANTON,,,,,,,,,,,,,8,1,0,8,3,8,0,0,0,2,0,1,0,0,1,0
,,,,HURRAYED,3,,,,HUR,RAY,ED ,,,,,HURRAYED,RAYED,HURRAY,,,,,,,,,,,,,,8,1,0,3,3,8,0,0,0,2,0,0,0,0,1,0
,,,,PLAGAL,3,,,,PL,AG,AL,,,,,PLAGAL,ALGA,GALA,,,,,,,,,,,,,,6,0,0,7,3,7,0,0,0,2,0,0,0,1,0,0
,,,,FACADE,5,,,,FA,CA,DE,,,,,FACADE,DEAF,CADE,FADE,ACED,,,,,,,,,,,,6,0,0,3,2,7,0,0,1,3,0,0,0,1,0,0
,,,,MONTHS,3,,,,MO,NT,HS,,,,,SHMO,MONTHS,MOSH,,,,,,,,,,,,,,6,0,0,0,0,7,1,0,0,0,0,0,1,1,0,0
,,,,FINBACKS,3,,,,FIN,BAC,KS ,,,,,FINBACKS,FINKS,BACKS,,,,,,,,,,,,,,8,1,0,7,1,7,0,1,0,0,0,1,0,1,0,0
,,,,WHALE,4,,,, W,HA,LE,,,,,WHALE,HALE,WHA,HAW,,,,,,,,,,,,,5,1,0,2,2,8,0,0,1,1,0,1,0,0,1,0
,,,,PREPPIES,3,,,,PRE,PPI,ES ,,,,,PREES,PREPPIES,PIPES,,,,,,,,,,,,,,8,1,0,4,2,8,0,0,1,0,1,0,0,0,1,0
,,,,DARKLIER,3,,,,DAR,KLI,ER ,,,,,DARKLIER,DARER,LIKER,,,,,,,,,,,,,,8,1,0,8,3,8,0,0,0,1,0,0,1,0,1,0
,,,,KILOBITS,3,,,,KIL,OBI,TS ,,,,,OBITS,KILTS,KILOBITS,,,,,,,,,,,,,,8,1,0,7,3,7,0,0,0,1,0,1,0,1,0,0
,,,,RILING,4,,,,RI,LI,NG,,,,,LING,RILING,RING,LIRI,,,,,,,,,,,,,6,0,0,3,0,8,1,0,0,1,0,0,1,0,1,0
,,,,SMITER,5,,,,SM,IT,ER,,,,,TIER,SMITER,REMS,TIRE,SMIT,,,,,,,,,,,,6,0,0,7,0,7,1,0,0,2,0,1,0,1,0,0
,,,,NEEDED,4,,,,NE,ED,ED,,,,,NEED,NEEDED,DEED,DENE,,,,,,,,,,,,,6,0,0,1,0,7,1,1,1,0,0,0,0,1,0,0
,,,,CITRATED,3,,,, CI,TRA,TED,,,,,CITED,RATTED,CITRATED,,,,,,,,,,,,,,8,1,0,7,2,7,0,0,1,1,0,0,0,1,0,0
,,,,CITRATES,3,,,,CIT,RAT,ES ,,,,,RATES,CITES,CITRATES,,,,,,,,,,,,,,8,1,0,7,1,7,0,1,1,0,0,0,0,1,0,0
,,,,WRIST,3,,,,WR,IS,T ,,,,,TIS,WRIST,SIT,,,,,,,,,,,,,,5,1,0,2,0,8,1,0,1,0,0,0,0,0,1,0
,,,,UNBUSY,3,,,,UN,BU,SY,,,,,BUSY,UNBUSY,BUYS,,,,,,,,,,,,,,6,0,0,8,0,8,1,1,0,0,0,0,0,0,1,0
,,,,GLINTING,3,,,, GL,INT,ING,,,,,GLINT,GLINTING,TINING,,,,,,,,,,,,,,8,1,0,3,3,8,0,0,0,2,0,0,0,0,1,0
,,,,LIBLAB,3,,,,LI,BL,AB,,,,,LIBLAB,BLAB,BAIL,,,,,,,,,,,,,,6,0,0,8,3,8,0,0,0,2,0,0,0,0,1,0
,,,,CHILLIER,3,,,,CHI,LLI,ER ,,,,,CHILLI,CHILLIER,ILLER,,,,,,,,,,,,,,8,1,0,3,3,8,0,0,0,2,0,0,0,0,1,0
,,,,MANROPES,3,,,,MAN,ROP,ES ,,,,,ROPES,MANROPES,MANES,,,,,,,,,,,,,,8,1,0,8,3,8,0,0,0,2,0,0,0,0,1,0
,,,,WHARFING,3,,,, WH,ARF,ING,,,,,FARING,WHARF,WHARFING,,,,,,,,,,,,,,8,1,0,8,3,8,0,0,0,2,0,0,0,0,1,0
,,,,TULADI,3,,,,TU,LA,DI,,,,,DIAL,LAID,TULADI,,,,,,,,,,,,,,6,0,0,8,2,8,0,0,2,0,0,0,0,0,1,0
,,,,EMBODY,3,,,,EM,BO,DY,,,,,BODY,EMBODY,EMYD,,,,,,,,,,,,,,6,0,0,3,0,8,1,0,0,1,0,0,0,0,1,0
,,,,TUCKS,4,,,,TU,CK,S ,,,,,UTS,TUCKS,STUCK,TUCK,,,,,,,,,,,,,5,1,0,1,1,7,0,1,0,2,0,0,0,1,0,0
,,,,FIBBER,3,,,,FI,BB,ER,,,,,FIRE,FIBBER,REIF,,,,,,,,,,,,,,6,0,1,3,0,8,1,0,0,1,0,0,0,0,1,0
,,,,WINDLE,4,,,,WI,ND,LE,,,,,WILE,WINDLE,WIND,LEND,,,,,,,,,,,,,6,0,0,8,0,8,1,1,0,0,1,0,0,0,1,0
,,,,POLELESS,3,,,, PO,LEL,ESS,,,,,POLELESS,POSES,POSSE,,,,,,,,,,,,,,8,1,0,8,2,8,0,0,1,0,1,0,0,0,1,0
,,,,RESPRAYS,3,,,, RE,SPR,AYS,,,,,SPRAYS,RESAY,RESPRAYS,,,,,,,,,,,,,,8,1,0,6,3,8,0,0,0,1,0,0,1,0,1,0
,,,,COWRY,3,,,, C,OW,RY,,,,,CRY,COWRY,COW,,,,,,,,,,,,,,5,1,0,7,1,7,0,1,1,0,0,0,0,1,0,0
,,,,INVESTED,4,,,,INV,EST,ED ,,,,,STEED,INVEST,INVESTED,VINED,,,,,,,,,,,,,8,1,0,3,2,8,0,0,1,1,0,1,0,0,1,0
,,,,AWAKEN,3,,,,AW,AK,EN,,,,,KANE,AWAKEN,WANE,,,,,,,,,,,,,,6,0,0,3,3,8,0,0,0,2,0,0,0,0,1,0
,,,,BODEGA,4,,,,BO,DE,GA,,,,,AGED,BODEGA,GAED,BODE,,,,,,,,,,,,,6,0,0,5,2,8,0,0,1,1,0,1,0,0,1,0
,,,,PICKER,4,,,,PI,CK,ER,,,,,PICKER,RECK,PIER,PICK,,,,,,,,,,,,,6,0,0,4,1,7,0,1,0,1,1,0,0,1,0,0
,,,,MATZOONS,3,,,, MA,TZO,ONS,,,,,MATZO,MATZOONS,MASON,,,,,,,,,,,,,,8,1,0,8,3,8,0,0,0,1,0,1,0,0,1,0
,,,,POORER,4,,,,PO,OR,ER,,,,,POOR,REPO,PORE,POORER,,,,,,,,,,,,,6,0,0,2,0,8,1,0,1,1,0,0,0,0,1,0
,,,,ASSED,3,,,,AS,SE,D ,,,,,SEAS,ASSED,SAD,,,,,,,,,,,,,,5,1,0,8,1,8,0,1,0,1,0,0,0,0,1,0
,,,,HUSHED,5,,,,HU,SH,ED,,,,,HUSH,HUSHED,SHED,EDHS,HUED,,,,,,,,,,,,6,0,0,3,0,8,1,0,0,3,0,0,0,0,1,0
,,,,STINGERS,3,,,, ST,ING,ERS,,,,,STINGERS,SERING,STING,,,,,,,,,,,,,,8,1,0,3,3,8,0,0,0,2,0,0,0,0,1,0
,,,,RESTATED,5,,,, RE,STA,TED,,,,,STARE,RETASTED,TASTED,RESTATED,STATED,,,,,,,,,,,,8,1,0,4,1,8,0,1,2,0,1,0,0,0,1,0
,,,,SIMNEL,3,,,,SI,MN,EL,,,,,SIMNEL,LEIS,ISLE,,,,,,,,,,,,,,6,0,0,8,3,8,0,0,0,1,0,1,0,0,1,0
,,,,ROBLES,4,,,,RO,BL,ES,,,,,ROSE,ROBLES,ROES,ORES,,,,,,,,,,,,,6,0,0,7,0,7,1,0,0,2,0,0,0,1,0,0
,,,,GRIMES,4,,,,GR,IM,ES,,,,,MISE,GRIM,SEMI,GRIMES,,,,,,,,,,,,,6,0,0,3,2,7,0,0,1,1,0,1,0,1,0,0
,,,,MALODORS,3,,,,MAL,ODO,RS ,,,,,MALODORS,ODORS,DOORS,,,,,,,,,,,,,,8,1,0,7,1,7,0,1,0,1,0,0,0,1,0,0
,,,,SHUNTERS,3,,,, SH,UNT,ERS,,,,,TUNERS,SHUNTERS,SHUNT,,,,,,,,,,,,,,8,1,0,8,3,8,0,0,0,2,0,0,0,0,1,0
,,,,PUNTOS,3,,,,PU,NT,OS,,,,,SOUP,PUNT,PUNTOS,,,,,,,,,,,,,,6,0,0,8,2,8,0,0,2,0,0,0,0,0,1,0
,,,,TURBOT,3,,,,TU,RB,OT,,,,,BRUT,TOUT,TURBOT,,,,,,,,,,,,,,6,0,0,5,3,7,0,0,0,1,0,1,0,1,0,0
,,,,BOWINGLY,3,,,,BOW,ING,LY ,,,,,BOWINGLY,BOWING,LYING,,,,,,,,,,,,,,8,1,0,8,1,8,0,1,0,1,0,0,0,0,1,0
,,,,NOBBIEST,3,,,, NO,BBI,EST,,,,,STENO,NOTES,NOBBIEST,,,,,,,,,,,,,,8,1,0,8,1,8,0,1,0,0,0,0,1,0,1,0
,,,,MASSES,4,,,,MA,SS,ES,,,,,MAES,MASS,MASSES,SEAM,,,,,,,,,,,,,6,0,1,2,1,8,0,1,1,1,0,0,0,0,1,0
,,,,THORPE,3,,,,TH,OR,PE,,,,,ROPE,THRO,THORPE,,,,,,,,,,,,,,6,0,0,5,0,8,1,0,0,0,0,1,0,0,1,0
,,,,ABATOR,3,,,,AB,AT,OR,,,,,ROTA,TARO,ABATOR,,,,,,,,,,,,,,6,0,0,8,5,8,0,0,0,0,0,1,1,0,1,0
,,,,CORNEL,3,,,,CO,RN,EL,,,,,CORN,COLE,CORNEL,,,,,,,,,,,,,,6,0,0,7,0,7,1,0,0,0,0,1,0,1,0,0
,,,,CORNED,5,,,,CO,RN,ED,,,,,CORN,CODE,DECO,COED,CORNED,,,,,,,,,,,,6,0,0,3,0,7,1,1,0,1,1,0,0,1,0,0
,,,,INARCH,7,,,,IN,AR,CH,,,,,RANI,RAIN,CHAR,CHIN,INCH,ARCH,INARCH,,,,,,,,,,6,0,0,7,0,7,1,2,1,1,0,0,1,1,0,0
,,,,DEBASERS,3,,,,DEB,ASE,RS ,,,,,SEARS,DEBASE,DEBASERS,,,,,,,,,,,,,,8,1,0,8,3,8,0,0,0,2,0,0,0,0,1,0
,,,,UNDERPIN,4,,,, UN,DER,PIN,,,,,PINDER,UNDERPIN,UNPIN,UNDER,,,,,,,,,,,,,8,1,0,5,0,8,1,0,0,0,0,2,0,0,1,0
,,,,CHIVE,4,,,, C,HI,VE,,,,,CHIVE,CHI,HIC,HIVE,,,,,,,,,,,,,5,1,0,4,3,7,0,0,0,2,1,0,0,1,0,0
,,,,NIPPER,3,,,,NI,PP,ER,,,,,NIPPER,REIN,REPP,,,,,,,,,,,,,,6,0,1,5,3,7,0,0,0,1,0,1,0,1,0,0
,,,,BALKER,3,,,,BA,LK,ER,,,,,BARE,BALKER,BALK,,,,,,,,,,,,,,6,0,0,7,2,7,0,0,1,1,0,0,0,1,0,0
,,,,PITIER,5,,,,PI,TI,ER,,,,,TIPI,TIER,PIER,TIRE,PITIER,,,,,,,,,,,,6,0,0,8,0,8,1,0,0,3,0,0,0,0,1,0
,,,,WEANER,6,,,,WE,AN,ER,,,,,WEAN,EWER,WEANER,ANEW,WERE,WEER,,,,,,,,,,,6,0,0,7,0,7,1,0,0,3,0,1,0,1,0,0
,,,,QUAIL,3,,,,QU,AI,L ,,,,,AIL,QUAI,QUAIL,,,,,,,,,,,,,,5,1,0,3,3,7,0,0,0,2,0,0,0,1,0,0
,,,,DISBUD,3,,,,DI,SB,UD,,,,,DIBS,DUBS,DISBUD,,,,,,,,,,,,,,6,0,0,7,3,7,0,0,0,1,0,0,1,1,0,0
,,,,INCAGE,3,,,,IN,CA,GE,,,,,CAIN,INCAGE,CAGE,,,,,,,,,,,,,,6,0,0,8,2,8,0,0,1,0,0,1,0,0,1,0
,,,,BRASHIER,4,,,, BR,ASH,IER,,,,,BRASH,BRASHIER,ASHIER,BRIER,,,,,,,,,,,,,8,1,0,8,3,8,0,0,0,1,0,2,0,0,1,0
,,,,POLECATS,3,,,, PO,LEC,ATS,,,,,ECLATS,POLECATS,CLEATS,,,,,,,,,,,,,,8,1,0,5,3,8,0,0,0,1,0,1,0,0,1,0
,,,,PAINTERS,5,,,, PA,INT,ERS,,,,,PARSE,PAINT,PAINTERS,PATIN,INTERS,,,,,,,,,,,,8,1,0,4,0,7,1,0,1,1,1,0,0,1,0,0
,,,,GECKO,3,,,,GE,CK,O ,,,,,GECKO,EGO,GECK,,,,,,,,,,,,,,5,1,0,5,2,8,0,0,1,0,0,1,0,0,1,0
,,,,SHERIFFS,3,,,,SHE,RIF,FS ,,,,,SHERIFFS,RIFFS,SHERIF,,,,,,,,,,,,,,8,1,0,3,3,7,0,0,0,1,0,1,0,1,0,0
,,,,JIVER,3,,,,JI,VE,R ,,,,,JIVE,JIVER,REV,,,,,,,,,,,,,,5,1,0,7,3,7,0,0,0,1,1,0,0,1,0,0
